time,wx,wy,wz
7.213027,-0.92,-0.12,-0.59
7.239037037,-0.84,0.26,-0.32
7.239559889,-0.84,0.26,-0.32
7.24365592,-0.77,-0.22,-0.42
7.252999067,-0.61,-0.67,-0.51
7.262588978,-0.58,-0.9,-0.48
7.27289319,-0.63,-0.8,-0.36
7.282480955,-0.61,-0.4,-0.31
7.292806864,-0.53,0.05,-0.38
7.302806139,-0.41,0.28,-0.38
7.312998056,-0.22,0.29,-0.23
7.338978052,-0.18,0.4,0.14
7.339498997,-0.18,0.4,0.14
7.343304873,-0.14,0.35,0.1
7.353170156,-0.06,0.24,-0.06
7.362509012,0.04,0.06,-0.21
7.372959852,0.21,0,-0.19
7.382501841,0.35,0.05,-0.02
7.392683983,0.35,0.06,0.19
7.402737856,0.34,0.05,0.3
7.412933111,0.34,0,0.3
7.436319113,0.32,-0.07,0.17
7.436964035,0.32,-0.07,0.17
7.442524195,0.31,-0.1,0.21
7.452645063,0.39,-0.1,0.35
7.462455988,0.53,0.01,0.47
7.472571135,0.6,0.09,0.5
7.482559919,0.64,0.13,0.48
7.492614985,0.67,0.2,0.46
7.502681971,0.7,0.29,0.48
7.515225172,0.73,0.35,0.55
7.536429167,0.98,0.48,0.66
7.536947966,0.98,0.48,0.66
7.54248786,1.09,0.46,0.68
7.552670002,1.21,0.42,0.67
7.562421083,1.23,0.34,0.65
7.572553873,1.19,0.25,0.67
7.582359076,1.15,0.2,0.73
7.592570066,1.15,0.2,0.83
7.602815866,1.18,0.23,0.92
7.615125895,1.27,0.2,1
7.641051054,1.37,0.09,1.13
7.641597986,1.37,0.09,1.13
7.644272089,1.4,-0.01,1.08
7.65421319,1.43,-0.06,1
7.662322044,1.4,-0.1,0.91
7.67244792,1.38,-0.17,0.84
7.682430983,1.41,-0.27,0.84
7.69253397,1.5,-0.31,0.95
7.702802896,1.57,-0.32,1.11
7.712812185,1.54,-0.37,1.2
7.738969088,1.34,-0.61,1.09
7.739517927,1.34,-0.61,1.09
7.743350983,1.25,-0.69,0.93
7.752995014,1.07,-0.73,0.78
7.762330055,0.86,-0.82,0.75
7.772341967,0.85,-0.84,0.84
7.782376051,0.87,-0.66,0.95
7.792464018,0.77,-0.42,0.96
7.802764177,0.63,-0.24,0.8
7.816282988,0.48,-0.09,0.5
7.844253063,0.17,0.02,-0.24
7.844764948,0.17,0.02,-0.24
7.845277071,0.17,0.02,-0.24
7.853034019,0.15,0.17,-0.2
7.862292051,0.07,0.39,-0.12
7.872395992,0.03,0.39,-0.02
7.88229394,-0.01,0.14,0.07
7.892368078,-0.08,-0.24,0.08
7.902331114,-0.03,-0.59,0.04
7.912420034,0.08,-0.71,0
7.936213017,-0.1,-0.26,-0.06
7.936721087,-0.1,-0.26,-0.06
7.942272902,-0.18,-0.28,0
7.952284098,-0.21,-0.47,0.07
7.962238073,-0.18,-0.63,0.07
7.972440004,-0.13,-0.68,0.02
7.982235193,-0.13,-0.59,-0.07
7.992560148,-0.18,-0.37,-0.13
8.002371073,-0.17,-0.11,-0.09
8.014887094,-0.06,0.08,0.03
8.039222956,0.1,0.18,0.2
8.039733171,0.1,0.18,0.2
8.043535948,0.06,0.3,0.08
8.052283049,-0.12,0.43,-0.15
8.06219101,-0.28,0.6,-0.38
8.072303057,-0.3,0.73,-0.49
8.082195997,-0.37,0.79,-0.5
8.092651129,-0.46,0.83,-0.51
8.103129148,-0.44,0.84,-0.51
8.112608194,-0.4,0.76,-0.52
8.136630058,-0.34,0.3,-0.45
