time,wx (rad/s),wy (rad/s),wz (rad/s)
10.531,1.26,0.76,1.95
10.536,1.24,0.86,1.93
10.539,1.24,0.95,1.9
10.543,1.24,1.02,1.88
10.547,1.24,1.08,1.83
10.551,1.23,1.12,1.8
10.555,1.21,1.17,1.79
10.559,1.15,1.21,1.8
10.563,1.04,1.25,1.85
10.573,0.96,1.26,1.9
10.574,0.88,1.27,1.94
10.576,0.82,1.25,1.95
10.58,0.76,1.21,1.95
10.585,0.72,1.1,1.91
10.587,0.71,0.98,1.85
10.601,0.72,0.83,1.75
10.603,0.76,0.66,1.6
10.603,0.8,0.5,1.43
10.603,0.78,0.35,1.26
10.611,0.73,0.3,1.23
10.612,0.65,0.3,1.31
10.616,0.59,0.33,1.44
10.619,0.54,0.4,1.6
10.625,0.53,0.48,1.67
10.627,0.54,0.6,1.68
10.631,0.55,0.79,1.66
10.635,0.55,1.03,1.61
10.639,0.53,1.35,1.54
10.643,0.51,1.56,1.47
10.647,0.5,1.69,1.41
10.659,0.49,1.72,1.33
10.66,0.5,1.59,1.2
10.66,0.49,1.37,1.08
10.663,0.46,1.1,0.95
10.675,0.4,0.8,0.84
10.677,0.34,0.5,0.76
10.677,0.27,0.08,0.71
10.679,0.26,-0.21,0.7
10.693,0.28,-0.46,0.69
10.694,0.31,-0.65,0.65
10.694,0.31,-0.75,0.6
10.695,0.27,-0.75,0.52
10.709,0.24,-0.68,0.48
10.71,0.23,-0.59,0.46
10.711,0.23,-0.51,0.46
10.711,0.25,-0.42,0.47
10.726,0.25,-0.34,0.48
10.727,0.22,-0.24,0.51
10.728,0.18,-0.14,0.55
10.728,0.14,-0.04,0.61
10.731,0.12,0.06,0.71
10.763,0.12,0.12,0.78
10.764,0.14,0.17,0.82
10.765,0.18,0.21,0.83
10.765,0.2,0.25,0.81
10.765,0.2,0.31,0.76
10.765,0.19,0.36,0.73
10.766,0.18,0.41,0.69
10.766,0.18,0.43,0.68
10.776,0.22,0.43,0.68
10.777,0.26,0.41,0.68
10.778,0.29,0.39,0.68
10.779,0.31,0.38,0.67
10.789,0.3,0.37,0.64
10.79,0.29,0.36,0.58
10.792,0.3,0.34,0.53
10.797,0.33,0.3,0.48
10.8,0.37,0.25,0.42
10.803,0.39,0.2,0.35
10.807,0.37,0.17,0.27
10.811,0.36,0.17,0.22
10.817,0.35,0.17,0.18
10.82,0.35,0.17,0.15
10.823,0.35,0.15,0.11
10.827,0.36,0.11,0.09
10.834,0.38,0.07,0.07
10.836,0.39,0.01,0.05
10.84,0.39,-0.03,0.03
10.843,0.38,-0.07,0
10.847,0.35,-0.09,-0.02
10.851,0.31,-0.11,-0.03
10.856,0.29,-0.12,-0.01
10.859,0.28,-0.13,0.02
10.863,0.28,-0.14,0.07
10.872,0.28,-0.12,0.12
10.873,0.27,-0.1,0.12
10.875,0.23,-0.04,0.12
10.879,0.17,0.06,0.1
10.9,0.15,0.15,0.08
10.901,0.13,0.24,0.07
10.902,0.12,0.31,0.06
10.902,0.11,0.37,0.04
10.902,0.09,0.4,0.02
10.907,0.05,0.41,-0.01
10.908,0.02,0.4,-0.05
10.911,-0.01,0.39,-0.1
10.917,-0.03,0.35,-0.16
10.92,-0.05,0.29,-0.19
10.923,-0.07,0.22,-0.21
10.927,-0.11,0.14,-0.21
10.931,-0.15,0.05,-0.22
10.936,-0.2,-0.07,-0.22
10.939,-0.24,-0.15,-0.24
10.943,-0.28,-0.22,-0.26
10.947,-0.32,-0.27,-0.29
10.952,-0.35,-0.3,-0.31
10.955,-0.39,-0.33,-0.33
10.959,-0.41,-0.34,-0.33
10.963,-0.43,-0.36,-0.33
10.968,-0.44,-0.39,-0.33
10.971,-0.44,-0.42,-0.32
10.976,-0.44,-0.43,-0.33
10.979,-0.44,-0.43,-0.33
10.989,-0.44,-0.41,-0.34
10.99,-0.45,-0.36,-0.36
10.991,-0.45,-0.28,-0.38
10.996,-0.45,-0.21,-0.39
11.016,-0.44,-0.13,-0.39
11.017,-0.43,-0.06,-0.39
11.018,-0.42,0,-0.39
11.018,-0.44,0.07,-0.39
11.018,-0.47,0.09,-0.4
11.019,-0.51,0.09,-0.42
11.023,-0.53,0.03,-0.44
11.027,-0.52,-0.08,-0.47
11.034,-0.49,-0.18,-0.49
11.035,-0.47,-0.27,-0.52
11.039,-0.47,-0.33,-0.54
11.043,-0.48,-0.37,-0.57
11.047,-0.49,-0.37,-0.59
11.052,-0.51,-0.36,-0.6
11.056,-0.53,-0.32,-0.62
11.059,-0.56,-0.3,-0.64
11.063,-0.58,-0.28,-0.66
11.068,-0.6,-0.29,-0.68
11.071,-0.61,-0.32,-0.7
11.075,-0.61,-0.37,-0.71
11.08,-0.62,-0.42,-0.71
11.084,-0.66,-0.47,-0.71
11.087,-0.7,-0.5,-0.7
11.092,-0.75,-0.51,-0.71
11.095,-0.8,-0.52,-0.72
11.101,-0.83,-0.53,-0.73
11.104,-0.85,-0.55,-0.76
11.107,-0.87,-0.56,-0.77
11.111,-0.89,-0.56,-0.78
11.117,-0.91,-0.57,-0.78
11.12,-0.92,-0.58,-0.8
11.123,-0.92,-0.6,-0.83
11.127,-0.92,-0.6,-0.86
11.131,-0.92,-0.59,-0.9
11.14,-0.9,-0.55,-0.94
11.141,-0.88,-0.52,-0.96
11.144,-0.85,-0.49,-0.99
11.147,-0.83,-0.46,-1.03
11.165,-0.81,-0.42,-1.06
11.169,-0.79,-0.38,-1.09
11.17,-0.78,-0.32,-1.11
11.17,-0.76,-0.29,-1.12
11.17,-0.75,-0.27,-1.13
11.171,-0.74,-0.26,-1.15
11.175,-0.73,-0.28,-1.21
11.179,-0.71,-0.31,-1.27
11.184,-0.69,-0.34,-1.33
11.187,-0.68,-0.37,-1.39
11.191,-0.69,-0.38,-1.43
11.195,-0.7,-0.4,-1.49
11.2,-0.7,-0.45,-1.54
11.203,-0.68,-0.51,-1.59
11.208,-0.67,-0.58,-1.65
11.211,-0.65,-0.63,-1.71
11.219,-0.66,-0.63,-1.77
11.223,-0.68,-0.6,-1.8
11.224,-0.68,-0.57,-1.82
11.227,-0.69,-0.53,-1.86
11.231,-0.71,-0.48,-1.93
11.235,-0.73,-0.47,-1.99
11.239,-0.74,-0.47,-2.04
11.243,-0.76,-0.49,-2.09
11.247,-0.78,-0.51,-2.13
11.251,-0.81,-0.54,-2.17
11.256,-0.83,-0.56,-2.2
11.259,-0.86,-0.59,-2.25
11.263,-0.88,-0.62,-2.3
11.272,-0.91,-0.67,-2.36
11.273,-0.95,-0.73,-2.42
11.275,-0.99,-0.77,-2.45
11.279,-1.03,-0.78,-2.49
11.3,-1.05,-0.79,-2.54
11.301,-1.07,-0.81,-2.63
11.302,-1.07,-0.86,-2.7
11.302,-1.07,-0.92,-2.77
11.302,-1.07,-0.97,-2.82
11.303,-1.05,-1,-2.88
11.308,-1.03,-0.97,-2.95
11.312,-1.01,-0.89,-2.99
11.317,-0.98,-0.76,-3.03
11.32,-0.95,-0.62,-3.05
11.323,-0.9,-0.42,-3.07
11.327,-0.85,-0.29,-3.06
11.331,-0.79,-0.17,-3.05
11.336,-0.73,-0.07,-3.04
11.339,-0.66,0.04,-3.03
11.343,-0.57,0.21,-3
11.347,-0.5,0.34,-2.95
11.351,-0.45,0.45,-2.86
11.355,-0.42,0.5,-2.74
11.359,-0.38,0.47,-2.58
11.363,-0.32,0.31,-2.33
11.368,-0.27,0.13,-2.13
11.371,-0.21,-0.06,-1.91
11.376,-0.11,-0.28,-1.62
11.379,-0.04,-0.39,-1.38
11.384,0.04,-0.46,-1.1
11.387,0.12,-0.5,-0.8
11.391,0.18,-0.49,-0.5
11.395,0.25,-0.43,-0.15
11.401,0.34,-0.27,0.37
11.403,0.38,-0.11,0.73
11.408,0.4,0.09,1.08
11.411,0.43,0.29,1.4
11.424,0.47,0.46,1.71
11.425,0.53,0.62,2.04
11.425,0.59,0.67,2.23
11.427,0.65,0.69,2.37
11.451,0.72,0.68,2.49
11.453,0.82,0.63,2.62
11.453,0.9,0.59,2.68
11.453,0.99,0.54,2.7
11.453,1.07,0.49,2.7
11.454,1.15,0.46,2.69
11.455,1.25,0.42,2.66
11.459,1.31,0.4,2.63
11.463,1.36,0.39,2.6
11.468,1.38,0.37,2.58
11.471,1.39,0.34,2.56
11.475,1.4,0.29,2.53
11.479,1.41,0.24,2.49
11.484,1.42,0.2,2.45
11.487,1.43,0.17,2.39
11.491,1.41,0.14,2.31
11.495,1.4,0.13,2.25
11.501,1.39,0.15,2.17
11.504,1.39,0.19,2.09
11.507,1.4,0.25,2.02
11.511,1.41,0.36,1.94
11.517,1.42,0.45,1.92
11.52,1.41,0.55,1.91
11.524,1.4,0.65,1.93
11.529,1.38,0.79,1.96
11.531,1.36,0.87,1.98
11.537,1.35,0.95,1.99
11.539,1.33,1.01,1.99
11.543,1.3,1.06,1.99
11.547,1.24,1.13,2.01
11.556,1.17,1.2,2.04
11.557,1.07,1.28,2.08
11.563,0.97,1.37,2.13
11.564,0.86,1.44,2.17
11.586,0.76,1.51,2.2
11.588,0.72,1.52,2.18
11.589,0.7,1.49,2.13
11.589,0.69,1.43,2.05
11.589,0.68,1.29,1.93
11.589,0.67,1.15,1.85
11.591,0.67,0.98,1.76
11.596,0.69,0.78,1.67
11.601,0.71,0.57,1.57
11.603,0.76,0.31,1.41
11.607,0.79,0.14,1.29
11.611,0.79,0.04,1.19
11.618,0.77,0.01,1.13
11.62,0.75,0.04,1.13
11.623,0.69,0.17,1.14
11.627,0.63,0.29,1.15
11.631,0.57,0.41,1.14
11.635,0.52,0.53,1.11
11.639,0.46,0.66,1.06
11.643,0.43,0.71,1.03
11.647,0.4,0.73,1.03
11.652,0.39,0.69,1.04
11.655,0.41,0.62,1.07
11.659,0.47,0.51,1.11
11.663,0.52,0.41,1.11
11.668,0.58,0.29,1.08
11.672,0.62,0.19,1.01
11.675,0.64,0.12,0.92
11.679,0.63,0.09,0.83
11.684,0.61,0.08,0.81
11.687,0.59,0.07,0.81
11.691,0.59,0.04,0.83
11.695,0.6,-0.01,0.85
11.706,0.61,-0.05,0.85
11.708,0.6,-0.09,0.85
11.708,0.59,-0.1,0.83
11.714,0.58,-0.11,0.82
11.715,0.57,-0.12,0.8
11.737,0.56,-0.14,0.79
11.739,0.54,-0.15,0.77
11.739,0.5,-0.14,0.75
11.739,0.39,-0.07,0.72
11.74,0.28,0.01,0.7
11.74,0.19,0.09,0.68
11.743,0.12,0.15,0.66
11.747,0.06,0.19,0.64
11.752,0.01,0.21,0.62
11.755,-0.01,0.19,0.6
11.759,-0.02,0.15,0.57
11.763,-0.04,0.08,0.53
11.768,-0.06,-0.02,0.5
11.771,-0.09,-0.15,0.48
11.775,-0.13,-0.26,0.47
11.779,-0.16,-0.34,0.47
11.784,-0.19,-0.4,0.49
11.787,-0.19,-0.42,0.51
11.791,-0.17,-0.4,0.52
11.795,-0.14,-0.34,0.52
11.801,-0.11,-0.26,0.51
11.804,-0.08,-0.14,0.5
11.807,-0.04,0.02,0.47
11.811,-0.01,0.15,0.45
11.818,0.02,0.25,0.42
11.82,0.05,0.31,0.38
11.823,0.09,0.34,0.33
11.827,0.11,0.36,0.25
11.831,0.12,0.37,0.19
11.84,0.14,0.36,0.15
11.841,0.17,0.32,0.13
11.843,0.22,0.24,0.11
11.848,0.26,0.17,0.1
11.868,0.29,0.11,0.09
11.87,0.33,0.03,0.04
11.87,0.35,0,0
11.871,0.37,-0.03,-0.07
11.871,0.37,-0.02,-0.11
11.871,0.35,0.03,-0.13
11.876,0.33,0.1,-0.14
11.879,0.28,0.18,-0.12
11.884,0.24,0.23,-0.11
11.887,0.2,0.27,-0.1
11.891,0.16,0.28,-0.11
11.896,0.12,0.27,-0.13
11.901,0.06,0.23,-0.16
11.904,0.01,0.18,-0.17
11.907,-0.02,0.13,-0.16
11.911,-0.05,0.06,-0.13
11.918,-0.08,-0.03,-0.09
11.92,-0.11,-0.07,-0.07
11.923,-0.16,-0.09,-0.05
11.927,-0.2,-0.08,-0.05
11.931,-0.24,-0.05,-0.05
11.936,-0.28,0.01,-0.06
11.939,-0.29,0.06,-0.07
11.943,-0.3,0.09,-0.08
11.947,-0.31,0.12,-0.08
11.951,-0.34,0.14,-0.08
11.955,-0.4,0.15,-0.08
11.959,-0.44,0.15,-0.08
11.963,-0.48,0.12,-0.09
11.973,-0.51,0.07,-0.1
11.974,-0.53,0,-0.12
11.976,-0.56,-0.11,-0.16
11.98,-0.58,-0.19,-0.18
12.002,-0.6,-0.27,-0.19
12.004,-0.61,-0.33,-0.19
12.004,-0.61,-0.39,-0.18
12.004,-0.61,-0.42,-0.17
12.005,-0.62,-0.41,-0.18
12.005,-0.62,-0.38,-0.2
12.007,-0.63,-0.32,-0.21
12.011,-0.64,-0.21,-0.23
12.018,-0.63,-0.13,-0.23
12.02,-0.61,-0.07,-0.24
12.023,-0.58,-0.04,-0.24
12.027,-0.55,-0.02,-0.25
12.031,-0.54,0,-0.27
12.036,-0.55,0,-0.29
12.039,-0.57,-0.03,-0.31
12.043,-0.59,-0.08,-0.33
12.047,-0.58,-0.18,-0.35
12.052,-0.55,-0.27,-0.38
12.055,-0.51,-0.36,-0.4
12.059,-0.49,-0.43,-0.43
12.063,-0.48,-0.47,-0.45
12.069,-0.5,-0.48,-0.49
12.072,-0.5,-0.47,-0.52
12.075,-0.5,-0.45,-0.55
12.079,-0.47,-0.43,-0.59
12.085,-0.43,-0.42,-0.65
12.088,-0.4,-0.39,-0.69
12.091,-0.39,-0.36,-0.73
12.095,-0.39,-0.32,-0.76
12.101,-0.4,-0.28,-0.78
12.104,-0.42,-0.23,-0.81
12.108,-0.43,-0.2,-0.83
12.111,-0.43,-0.19,-0.85
12.115,-0.42,-0.19,-0.88
12.124,-0.4,-0.19,-0.91
12.125,-0.38,-0.17,-0.93
12.131,-0.38,-0.13,-0.93
12.132,-0.39,-0.08,-0.93
12.154,-0.41,-0.03,-0.94
12.156,-0.44,0.03,-0.95
12.156,-0.46,0.05,-0.97
12.156,-0.47,0.05,-0.99
12.157,-0.49,0.03,-1.01
12.157,-0.51,-0.02,-1.02
12.159,-0.55,-0.11,-1.05
12.164,-0.58,-0.18,-1.08
12.168,-0.61,-0.25,-1.12
12.171,-0.62,-0.32,-1.16
12.176,-0.63,-0.4,-1.23
12.179,-0.62,-0.44,-1.28
12.186,-0.62,-0.47,-1.34
12.188,-0.62,-0.48,-1.4
12.191,-0.63,-0.46,-1.46
12.195,-0.65,-0.41,-1.53
12.201,-0.68,-0.38,-1.57
12.203,-0.71,-0.36,-1.62
12.207,-0.73,-0.36,-1.66
12.211,-0.75,-0.38,-1.69
12.215,-0.79,-0.42,-1.74
12.22,-0.83,-0.45,-1.77
12.224,-0.87,-0.47,-1.81
12.227,-0.9,-0.5,-1.86
12.231,-0.92,-0.51,-1.92
12.24,-0.95,-0.5,-2
12.241,-0.97,-0.47,-2.08
12.243,-0.99,-0.45,-2.16
12.248,-1.01,-0.43,-2.26
12.268,-1.04,-0.41,-2.41
12.27,-1.06,-0.42,-2.53
12.271,-1.07,-0.45,-2.65
12.271,-1.08,-0.5,-2.77
12.271,-1.1,-0.57,-2.92
12.272,-1.12,-0.61,-3.03
12.275,-1.15,-0.66,-3.13
12.279,-1.17,-0.71,-3.23
12.284,-1.18,-0.78,-3.31
12.288,-1.19,-0.88,-3.42
12.291,-1.21,-0.95,-3.48
12.295,-1.22,-0.98,-3.54
12.301,-1.21,-0.98,-3.58
12.303,-1.21,-0.94,-3.61
12.307,-1.2,-0.83,-3.61
12.311,-1.2,-0.71,-3.6
12.315,-1.21,-0.56,-3.57
12.32,-1.2,-0.4,-3.5
12.323,-1.19,-0.26,-3.41
12.327,-1.16,-0.08,-3.26
12.331,-1.13,0.03,-3.15
12.336,-1.1,0.13,-3.04
12.339,-1.07,0.22,-2.91
12.343,-1.02,0.31,-2.7
12.347,-0.98,0.35,-2.53
12.351,-0.93,0.37,-2.36
12.355,-0.86,0.34,-2.17
12.359,-0.77,0.27,-1.98
12.363,-0.65,0.13,-1.67
12.368,-0.57,0.01,-1.37
12.371,-0.46,-0.1,-1.04
12.375,-0.3,-0.19,-0.73
12.379,-0.15,-0.26,-0.42
12.384,-0.02,-0.27,0.1
12.387,0.05,-0.2,0.56
12.391,0.13,-0.09,1.03
12.395,0.2,0.04,1.46
12.407,0.28,0.25,1.92
12.409,0.32,0.41,2.2
12.409,0.38,0.54,2.43
12.411,0.47,0.62,2.58
12.416,0.62,0.66,2.63
12.436,0.73,0.67,2.58
12.437,0.83,0.64,2.49
12.437,0.95,0.57,2.39
12.437,1.06,0.46,2.28
12.438,1.17,0.3,2.18
12.439,1.3,0.07,2.07
12.443,1.37,-0.08,2.02
12.447,1.43,-0.2,2
12.451,1.48,-0.29,2
12.46,1.52,-0.36,2.03
12.46,1.53,-0.39,2.08
12.463,1.54,-0.4,2.14
12.468,1.52,-0.4,2.21
12.471,1.5,-0.4,2.29
12.475,1.46,-0.37,2.4
12.479,1.43,-0.32,2.46
12.485,1.4,-0.26,2.51
12.488,1.37,-0.15,2.55
12.491,1.33,0.09,2.58
12.497,1.3,0.32,2.6
12.501,1.24,0.57,2.61
12.504,1.19,0.84,2.59
12.508,1.15,1.12,2.53
12.511,1.11,1.47,2.44
12.518,1.07,1.69,2.37
12.52,1.03,1.85,2.32
12.524,0.98,1.93,2.28
12.527,0.93,1.93,2.24
12.531,0.9,1.78,2.19
12.54,0.9,1.55,2.14
12.541,0.91,1.23,2.08
12.543,0.94,0.86,2.01
12.548,1,0.36,1.92
12.567,1.04,0.03,1.85
12.569,1.09,-0.23,1.77
12.57,1.13,-0.41,1.69
12.57,1.15,-0.5,1.59
12.571,1.16,-0.48,1.49
12.571,1.15,-0.38,1.43
12.575,1.12,-0.22,1.42
12.579,1.09,-0.02,1.44
12.585,1.04,0.21,1.49
12.587,0.97,0.54,1.57
12.591,0.91,0.78,1.63
12.596,0.87,1.02,1.67
12.601,0.85,1.22,1.7
12.604,0.84,1.43,1.71
12.607,0.84,1.51,1.7
12.611,0.85,1.55,1.7
12.619,0.87,1.53,1.72
12.621,0.89,1.47,1.72
12.623,0.9,1.37,1.69
12.627,0.89,1.24,1.63
12.631,0.85,1.11,1.55
12.635,0.8,0.99,1.47
12.639,0.74,0.91,1.39
12.643,0.65,0.83,1.29
12.647,0.59,0.79,1.22
12.652,0.55,0.78,1.14
12.656,0.51,0.76,1.04
12.659,0.49,0.74,0.97
12.663,0.45,0.67,0.89
12.673,0.41,0.55,0.81
12.674,0.37,0.38,0.73
12.675,0.34,0.16,0.66
12.68,0.31,-0.19,0.57
12.698,0.26,-0.46,0.51
12.7,0.2,-0.71,0.48
12.701,0.12,-0.91,0.47
12.701,0.02,-1.11,0.5
12.701,-0.05,-1.21,0.55
12.703,-0.11,-1.28,0.61
12.707,-0.16,-1.31,0.69
12.711,-0.19,-1.27,0.78
12.715,-0.17,-1.11,0.92
12.719,-0.11,-0.9,1.02
12.723,-0.03,-0.64,1.1
12.727,0.02,-0.32,1.15
12.731,0.06,0.04,1.17
12.736,0.06,0.57,1.14
12.739,0.04,0.95,1.07
12.743,0.01,1.28,0.99
12.747,-0.01,1.54,0.89
12.752,0,1.74,0.77
12.755,0.02,1.77,0.68
12.759,0.04,1.68,0.62
12.763,0.03,1.49,0.58
12.768,0.01,1.21,0.55
12.773,0.02,0.72,0.54
12.775,0.06,0.32,0.53
12.779,0.12,-0.07,0.53
12.785,0.17,-0.42,0.52
12.788,0.19,-0.69,0.49
12.791,0.15,-0.89,0.42
12.795,0.11,-0.91,0.36
12.801,0.08,-0.84,0.31
12.804,0.08,-0.71,0.27
12.807,0.11,-0.49,0.24
12.811,0.14,-0.31,0.23
12.815,0.17,-0.15,0.22
12.823,0.18,-0.01,0.22
12.824,0.18,0.09,0.22
12.827,0.19,0.18,0.21
12.832,0.2,0.22,0.2
12.849,0.21,0.23,0.2
12.851,0.22,0.22,0.2
12.852,0.24,0.21,0.22
12.852,0.24,0.18,0.24
12.852,0.24,0.17,0.25
12.855,0.26,0.16,0.25
12.86,0.28,0.18,0.25
12.863,0.3,0.23,0.23
12.869,0.31,0.3,0.2
12.871,0.32,0.37,0.17
12.875,0.33,0.44,0.14
12.879,0.34,0.51,0.1
12.885,0.33,0.58,0.04
12.888,0.3,0.6,-0.01
12.891,0.26,0.6,-0.06
12.896,0.24,0.54,-0.09
12.9,0.23,0.46,-0.11
12.903,0.22,0.36,-0.11
12.907,0.2,0.26,-0.12
12.911,0.18,0.17,-0.12
12.915,0.14,0.11,-0.14
12.92,0.09,0.06,-0.18
12.923,0.05,0.04,-0.21
12.927,0.02,0.04,-0.25
12.931,-0.01,0.05,-0.28
12.939,-0.04,0.07,-0.3
12.94,-0.09,0.15,-0.32
12.943,-0.14,0.22,-0.34
12.947,-0.18,0.28,-0.35
12.966,-0.21,0.32,-0.36
12.967,-0.26,0.35,-0.37
12.968,-0.3,0.35,-0.38
12.968,-0.36,0.33,-0.37
12.971,-0.43,0.28,-0.35
12.972,-0.47,0.25,-0.35
12.976,-0.54,0.19,-0.33
12.979,-0.58,0.16,-0.32
12.985,-0.62,0.13,-0.32
12.987,-0.64,0.12,-0.33
12.992,-0.66,0.13,-0.34
12.995,-0.72,0.16,-0.37
13.001,-0.76,0.2,-0.38
13.004,-0.79,0.24,-0.38
13.008,-0.82,0.26,-0.37
13.011,-0.84,0.25,-0.36
13.015,-0.86,0.23,-0.36
13.02,-0.87,0.21,-0.38
13.023,-0.88,0.19,-0.41
13.027,-0.88,0.15,-0.45
13.031,-0.88,0.08,-0.5
13.036,-0.88,0.02,-0.53
13.039,-0.88,-0.06,-0.54
13.043,-0.88,-0.14,-0.55
13.047,-0.89,-0.21,-0.55
13.052,-0.9,-0.3,-0.58
13.056,-0.91,-0.35,-0.61
13.059,-0.92,-0.38,-0.64
13.063,-0.93,-0.4,-0.68
13.068,-0.93,-0.42,-0.73
13.071,-0.93,-0.43,-0.74
13.075,-0.92,-0.43,-0.75
13.079,-0.92,-0.42,-0.75
13.084,-0.91,-0.4,-0.77
13.087,-0.9,-0.37,-0.8
13.091,-0.89,-0.35,-0.83
13.095,-0.88,-0.35,-0.86
13.106,-0.87,-0.34,-0.87
13.107,-0.85,-0.35,-0.88
13.108,-0.83,-0.36,-0.89
13.112,-0.81,-0.39,-0.91
13.115,-0.78,-0.44,-0.93
13.132,-0.75,-0.48,-0.95
13.134,-0.72,-0.5,-0.97
13.134,-0.69,-0.5,-0.98
13.134,-0.67,-0.48,-0.99
13.136,-0.64,-0.44,-1.01
13.139,-0.62,-0.42,-1.03
13.143,-0.58,-0.38,-1.07
13.147,-0.56,-0.37,-1.1
13.151,-0.54,-0.36,-1.13
13.155,-0.52,-0.37,-1.18
13.159,-0.5,-0.4,-1.24
13.163,-0.5,-0.45,-1.3
13.169,-0.51,-0.49,-1.35
13.171,-0.51,-0.55,-1.41
13.175,-0.51,-0.61,-1.46
13.179,-0.5,-0.67,-1.51
13.184,-0.5,-0.71,-1.56
13.187,-0.49,-0.72,-1.62
13.191,-0.49,-0.73,-1.67
13.195,-0.49,-0.71,-1.73
13.199,-0.5,-0.68,-1.8
13.203,-0.5,-0.65,-1.84
13.208,-0.51,-0.62,-1.89
13.211,-0.52,-0.61,-1.92
13.216,-0.52,-0.6,-1.95
13.224,-0.51,-0.59,-1.98
13.225,-0.51,-0.6,-2.02
13.229,-0.51,-0.61,-2.08
13.233,-0.52,-0.62,-2.15
13.252,-0.52,-0.66,-2.25
13.253,-0.52,-0.71,-2.33
13.254,-0.52,-0.77,-2.42
13.254,-0.52,-0.83,-2.52
13.254,-0.54,-0.9,-2.61
13.255,-0.57,-1.01,-2.74
13.259,-0.59,-1.11,-2.83
13.263,-0.61,-1.2,-2.92
13.27,-0.63,-1.29,-3
13.272,-0.66,-1.35,-3.1
13.275,-0.68,-1.34,-3.16
13.279,-0.69,-1.29,-3.21
13.285,-0.68,-1.23,-3.25
13.288,-0.67,-1.16,-3.28
13.291,-0.65,-1.04,-3.3
13.296,-0.64,-0.92,-3.27
13.299,-0.63,-0.76,-3.23
13.304,-0.61,-0.57,-3.2
13.307,-0.58,-0.28,-3.18
13.311,-0.56,-0.06,-3.16
13.319,-0.52,0.13,-3.13
13.324,-0.47,0.27,-3.09
13.325,-0.41,0.35,-3.03
13.327,-0.3,0.39,-2.91
13.331,-0.22,0.38,-2.8
13.335,-0.14,0.36,-2.68
13.339,-0.07,0.33,-2.52
13.343,-0.02,0.31,-2.31
13.347,0.02,0.25,-1.98
13.352,0.04,0.18,-1.69
13.355,0.05,0.09,-1.38
13.359,0.06,-0.02,-1.07
13.363,0.11,-0.15,-0.67
13.368,0.15,-0.21,-0.39
13.371,0.19,-0.22,-0.11
13.376,0.22,-0.17,0.17
13.379,0.24,-0.08,0.46
13.391,0.27,0.1,0.84
13.392,0.29,0.23,1.11
13.392,0.32,0.35,1.36
13.395,0.34,0.44,1.58
13.42,0.38,0.5,1.79
13.421,0.44,0.55,2.02
13.422,0.5,0.57,2.17
13.422,0.57,0.57,2.28
13.422,0.65,0.57,2.37
13.422,0.74,0.55,2.46
13.423,0.81,0.53,2.51
13.427,0.87,0.5,2.55
13.431,0.93,0.47,2.58
13.435,0.98,0.44,2.59
13.443,1.04,0.4,2.58
13.443,1.09,0.38,2.57
13.447,1.12,0.35,2.55
13.452,1.13,0.34,2.53
13.456,1.12,0.34,2.48
13.459,1.09,0.36,2.45
13.463,1.04,0.39,2.4
13.468,0.98,0.44,2.35
13.471,0.93,0.49,2.28
13.476,0.87,0.57,2.16
13.479,0.84,0.61,2.06
13.484,0.83,0.63,1.95
13.487,0.82,0.63,1.84
13.491,0.83,0.6,1.75
13.495,0.85,0.54,1.65
13.502,0.88,0.49,1.58
13.504,0.91,0.45,1.53
13.507,0.92,0.43,1.5
13.511,0.93,0.45,1.51
13.515,0.92,0.49,1.56
13.523,0.91,0.54,1.62
13.525,0.9,0.59,1.68
13.529,0.91,0.62,1.74
13.531,0.94,0.63,1.78
13.552,0.96,0.62,1.81
13.553,0.97,0.6,1.82
13.554,0.95,0.62,1.86
13.554,0.9,0.68,1.91
13.554,0.79,0.81,1.99
13.555,0.7,0.92,2.02
13.559,0.63,1.02,2.02
13.563,0.58,1.1,1.96
13.569,0.54,1.17,1.86
13.572,0.5,1.18,1.78
13.575,0.48,1.16,1.72
13.579,0.49,1.09,1.68
13.584,0.51,0.97,1.64
13.587,0.56,0.73,1.58
13.592,0.62,0.55,1.54
13.595,0.67,0.38,1.5
13.599,0.71,0.27,1.46
13.603,0.74,0.23,1.44
13.607,0.75,0.25,1.41
13.611,0.75,0.32,1.38
13.615,0.75,0.39,1.32
13.62,0.73,0.46,1.25
13.623,0.68,0.57,1.16
13.627,0.62,0.64,1.11
13.631,0.56,0.68,1.08
13.64,0.51,0.69,1.07
13.641,0.47,0.65,1.08
13.643,0.43,0.57,1.09
13.648,0.4,0.5,1.08
13.663,0.38,0.44,1.06
13.665,0.35,0.39,1.04
13.665,0.31,0.34,1.02
13.665,0.25,0.26,0.98
13.673,0.2,0.14,0.91
13.674,0.18,0.08,0.88
13.675,0.16,-0.01,0.82
13.679,0.12,-0.09,0.77
13.685,0.09,-0.12,0.74
13.688,0.06,-0.13,0.73
13.691,0.04,-0.13,0.74
13.695,0.02,-0.07,0.79
13.699,0.01,0,0.82
13.704,0.01,0.07,0.84
13.708,0,0.14,0.84
13.711,-0.02,0.22,0.82
13.715,-0.05,0.33,0.8
13.719,-0.06,0.38,0.79
13.723,-0.06,0.39,0.77
13.727,-0.05,0.36,0.75
13.731,-0.05,0.32,0.74
13.735,-0.06,0.28,0.72
13.739,-0.06,0.25,0.7
13.743,-0.07,0.23,0.69
13.747,-0.07,0.19,0.67
