time,wx (rad/s),wy (rad/s),wz (rad/s)
23.311,0.35,0.29,1.18
23.317,0.35,0.23,1.16
23.319,0.34,0.22,1.17
23.33,0.32,0.19,1.2
23.331,0.29,0.19,1.24
23.332,0.26,0.22,1.27
23.358,0.24,0.26,1.29
23.36,0.23,0.29,1.28
23.36,0.21,0.34,1.24
23.36,0.2,0.39,1.21
23.361,0.17,0.42,1.19
23.361,0.13,0.46,1.18
23.361,0.11,0.48,1.18
23.363,0.1,0.49,1.18
23.368,0.09,0.48,1.16
23.373,0.09,0.46,1.12
23.379,0.08,0.4,1.04
23.38,0.08,0.34,0.98
23.383,0.08,0.27,0.93
23.39,0.1,0.22,0.91
23.392,0.1,0.18,0.9
23.398,0.09,0.13,0.88
23.399,0.09,0.11,0.85
23.403,0.1,0.11,0.81
23.408,0.1,0.13,0.76
23.411,0.1,0.16,0.72
23.418,0.11,0.2,0.67
23.419,0.13,0.22,0.65
23.423,0.16,0.22,0.65
23.428,0.18,0.21,0.65
23.434,0.2,0.22,0.67
23.444,0.21,0.23,0.69
23.444,0.23,0.24,0.69
23.445,0.25,0.24,0.68
23.45,0.29,0.24,0.65
23.452,0.32,0.25,0.64
23.473,0.34,0.27,0.63
23.474,0.36,0.3,0.62
23.474,0.38,0.35,0.61
23.475,0.39,0.39,0.6
23.475,0.39,0.42,0.58
23.477,0.38,0.42,0.57
23.479,0.38,0.41,0.57
23.483,0.37,0.38,0.59
23.491,0.37,0.32,0.62
23.493,0.37,0.27,0.63
23.498,0.37,0.22,0.63
23.499,0.38,0.17,0.62
23.503,0.4,0.15,0.61
23.509,0.42,0.17,0.58
23.513,0.43,0.21,0.55
23.517,0.43,0.29,0.53
23.519,0.42,0.34,0.52
23.524,0.41,0.41,0.52
23.529,0.41,0.51,0.51
23.531,0.42,0.57,0.5
23.54,0.43,0.61,0.48
23.541,0.44,0.61,0.46
23.543,0.45,0.6,0.42
23.547,0.46,0.56,0.4
23.551,0.46,0.53,0.38
23.558,0.46,0.48,0.37
23.559,0.46,0.45,0.37
23.563,0.47,0.43,0.35
23.567,0.47,0.43,0.33
23.572,0.48,0.45,0.3
23.579,0.51,0.48,0.26
23.579,0.52,0.51,0.24
23.583,0.54,0.58,0.2
23.588,0.54,0.63,0.18
23.595,0.53,0.66,0.16
23.599,0.52,0.69,0.14
23.599,0.5,0.68,0.12
23.603,0.48,0.66,0.1
23.62,0.46,0.63,0.07
23.621,0.44,0.58,0.04
23.621,0.4,0.48,0
23.621,0.35,0.39,-0.01
23.623,0.31,0.3,-0.02
23.628,0.27,0.21,-0.01
23.631,0.24,0.11,-0.01
23.637,0.19,0.01,0
23.64,0.15,-0.02,0
23.643,0.1,-0.03,0
23.647,0.05,-0.02,0
23.651,-0.01,0,0.01
23.659,-0.06,0.03,0.02
23.661,-0.1,0.05,0.02
23.663,-0.19,0.05,0.01
23.668,-0.27,0.07,0.02
23.673,-0.31,0.1,0.05
23.68,-0.33,0.12,0.12
23.68,-0.36,0.12,0.16
23.683,-0.39,0.12,0.19
23.69,-0.41,0.13,0.21
23.692,-0.42,0.13,0.2
23.698,-0.43,0.15,0.16
23.699,-0.43,0.16,0.12
23.703,-0.44,0.18,0.07
23.708,-0.44,0.21,0
23.711,-0.45,0.21,-0.05
23.717,-0.45,0.18,-0.09
23.719,-0.45,0.11,-0.11
23.726,-0.43,0.03,-0.13
23.728,-0.41,-0.09,-0.15
23.731,-0.39,-0.17,-0.17
23.751,-0.37,-0.25,-0.21
23.752,-0.36,-0.27,-0.23
23.752,-0.35,-0.27,-0.25
23.752,-0.36,-0.23,-0.26
23.752,-0.37,-0.17,-0.26
23.76,-0.37,-0.07,-0.26
23.761,-0.38,-0.02,-0.25
23.763,-0.39,0.06,-0.25
23.768,-0.41,0.13,-0.25
23.773,-0.44,0.17,-0.24
23.779,-0.46,0.17,-0.24
23.78,-0.47,0.15,-0.23
23.783,-0.49,0.1,-0.23
23.788,-0.54,0,-0.22
23.791,-0.57,-0.09,-0.2
23.799,-0.59,-0.19,-0.16
23.802,-0.61,-0.23,-0.15
23.803,-0.63,-0.31,-0.15
23.808,-0.65,-0.35,-0.17
23.811,-0.66,-0.37,-0.2
23.819,-0.66,-0.38,-0.24
23.824,-0.66,-0.36,-0.26
23.825,-0.66,-0.34,-0.26
23.828,-0.67,-0.29,-0.26
23.833,-0.68,-0.24,-0.26
23.841,-0.67,-0.16,-0.27
23.842,-0.66,-0.12,-0.28
23.843,-0.62,-0.04,-0.31
23.848,-0.6,0.03,-0.32
23.851,-0.6,0.11,-0.31
23.859,-0.62,0.22,-0.29
23.861,-0.66,0.27,-0.29
23.864,-0.68,0.28,-0.29
23.867,-0.7,0.25,-0.31
23.878,-0.69,0.19,-0.34
23.879,-0.68,0.09,-0.36
23.879,-0.67,0.01,-0.37
23.883,-0.68,-0.03,-0.37
23.888,-0.69,-0.06,-0.36
23.906,-0.69,-0.07,-0.35
23.908,-0.67,-0.04,-0.34
23.909,-0.63,0.02,-0.33
23.909,-0.6,0.09,-0.33
23.91,-0.57,0.18,-0.33
23.914,-0.54,0.24,-0.33
23.918,-0.49,0.3,-0.32
23.919,-0.44,0.31,-0.31
23.924,-0.41,0.3,-0.3
23.93,-0.37,0.29,-0.29
23.933,-0.35,0.28,-0.28
23.94,-0.33,0.28,-0.29
23.942,-0.32,0.29,-0.3
23.943,-0.31,0.3,-0.33
23.948,-0.29,0.3,-0.37
23.951,-0.28,0.27,-0.4
23.959,-0.28,0.21,-0.42
23.96,-0.28,0.13,-0.43
23.963,-0.3,0.04,-0.44
23.967,-0.33,-0.06,-0.45
23.971,-0.35,-0.13,-0.48
23.978,-0.37,-0.21,-0.54
23.979,-0.37,-0.23,-0.57
23.983,-0.37,-0.24,-0.62
23.988,-0.38,-0.21,-0.65
23.995,-0.38,-0.17,-0.67
23.998,-0.39,-0.13,-0.7
23.999,-0.39,-0.1,-0.71
24.003,-0.39,-0.09,-0.73
24.01,-0.38,-0.11,-0.73
24.011,-0.38,-0.14,-0.73
24.018,-0.37,-0.2,-0.73
24.019,-0.37,-0.22,-0.74
24.034,-0.36,-0.24,-0.75
24.035,-0.35,-0.23,-0.78
24.035,-0.34,-0.22,-0.81
24.043,-0.33,-0.23,-0.85
24.044,-0.32,-0.25,-0.88
24.044,-0.31,-0.3,-0.92
24.048,-0.31,-0.38,-0.96
24.051,-0.3,-0.45,-1
24.058,-0.28,-0.53,-1.04
24.059,-0.26,-0.55,-1.07
24.063,-0.23,-0.54,-1.11
24.069,-0.21,-0.5,-1.16
24.074,-0.2,-0.42,-1.19
24.078,-0.19,-0.34,-1.23
24.079,-0.19,-0.32,-1.24
24.083,-0.17,-0.33,-1.25
24.09,-0.16,-0.37,-1.24
24.092,-0.15,-0.41,-1.24
24.098,-0.13,-0.44,-1.26
24.099,-0.12,-0.45,-1.29
24.103,-0.12,-0.45,-1.32
24.109,-0.12,-0.45,-1.35
24.111,-0.12,-0.45,-1.36
24.117,-0.13,-0.48,-1.37
24.119,-0.13,-0.53,-1.39
24.124,-0.13,-0.6,-1.42
24.128,-0.13,-0.68,-1.45
24.131,-0.13,-0.76,-1.48
24.146,-0.13,-0.85,-1.52
24.147,-0.12,-0.89,-1.56
24.147,-0.11,-0.92,-1.59
24.148,-0.1,-0.94,-1.62
24.183,-0.09,-0.95,-1.65
24.184,-0.08,-0.93,-1.68
24.184,-0.08,-0.92,-1.7
24.185,-0.08,-0.9,-1.73
24.185,-0.09,-0.88,-1.77
24.185,-0.1,-0.87,-1.82
24.185,-0.12,-0.85,-1.86
24.186,-0.14,-0.84,-1.91
24.186,-0.17,-0.83,-1.96
24.188,-0.19,-0.84,-2
24.192,-0.21,-0.86,-2.02
24.198,-0.24,-0.87,-2.05
24.199,-0.27,-0.89,-2.06
24.203,-0.3,-0.9,-2.08
24.208,-0.33,-0.91,-2.1
24.211,-0.35,-0.9,-2.13
24.218,-0.37,-0.87,-2.15
24.219,-0.4,-0.83,-2.18
24.223,-0.43,-0.78,-2.22
24.228,-0.46,-0.75,-2.28
24.232,-0.48,-0.75,-2.32
24.242,-0.5,-0.76,-2.36
24.244,-0.51,-0.77,-2.41
24.244,-0.52,-0.76,-2.45
24.248,-0.54,-0.73,-2.52
24.251,-0.54,-0.7,-2.56
24.259,-0.53,-0.68,-2.59
24.261,-0.53,-0.66,-2.63
24.263,-0.54,-0.61,-2.67
24.267,-0.56,-0.51,-2.73
24.274,-0.56,-0.44,-2.79
24.278,-0.55,-0.35,-2.86
24.279,-0.55,-0.31,-2.89
24.283,-0.54,-0.27,-2.94
24.287,-0.51,-0.21,-2.98
24.296,-0.47,-0.17,-3.01
24.298,-0.44,-0.08,-3.05
24.329,-0.43,-0.02,-3.08
24.33,-0.41,0.11,-3.11
24.331,-0.39,0.17,-3.12
24.331,-0.36,0.19,-3.12
24.331,-0.34,0.12,-3.04
24.331,-0.35,0.07,-2.94
24.332,-0.18,-0.2,-2.75
24.332,0.05,-0.63,-2.56
24.332,0.26,-1.09,-2.2
24.341,0.43,-1.46,-1.6
24.342,0.46,-1.56,-1.26
24.344,0.48,-1.56,-0.38
24.348,0.49,-1.29,0.35
24.351,0.45,-0.81,1.02
24.358,0.34,-0.04,1.75
24.359,0.24,0.51,2.17
24.363,0.17,0.98,2.47
24.367,0.14,1.32,2.66
24.371,0.14,1.54,2.74
24.378,0.18,1.71,2.7
24.379,0.22,1.75,2.61
24.383,0.31,1.72,2.29
24.388,0.37,1.58,2
24.392,0.44,1.4,1.73
24.398,0.55,1.04,1.35
24.4,0.6,0.64,1.08
24.403,0.61,0.19,0.86
24.408,0.63,-0.23,0.7
24.412,0.64,-0.56,0.57
24.419,0.65,-0.82,0.46
24.419,0.62,-0.88,0.4
24.428,0.59,-0.85,0.36
24.43,0.54,-0.74,0.34
24.431,0.48,-0.57,0.34
24.439,0.4,-0.3,0.37
24.44,0.35,-0.08,0.4
24.456,0.29,0.12,0.43
24.458,0.24,0.31,0.45
24.459,0.19,0.48,0.46
24.46,0.16,0.56,0.46
24.46,0.13,0.6,0.46
24.463,0.11,0.6,0.44
24.468,0.09,0.55,0.43
24.474,0.08,0.49,0.42
24.478,0.08,0.41,0.41
24.48,0.08,0.32,0.4
24.484,0.08,0.24,0.4
24.488,0.08,0.16,0.39
24.491,0.08,0.12,0.39
24.499,0.09,0.11,0.39
24.5,0.09,0.1,0.4
24.503,0.1,0.1,0.42
24.508,0.11,0.1,0.48
24.511,0.13,0.11,0.54
24.518,0.15,0.11,0.6
24.524,0.18,0.13,0.7
24.525,0.21,0.13,0.79
24.528,0.24,0.14,0.88
24.531,0.27,0.14,0.97
24.538,0.33,0.15,1.1
24.541,0.35,0.16,1.17
24.543,0.39,0.17,1.27
24.548,0.44,0.19,1.4
24.557,0.47,0.21,1.5
24.56,0.52,0.22,1.6
24.56,0.55,0.23,1.65
24.563,0.6,0.23,1.73
24.569,0.64,0.22,1.78
24.571,0.67,0.2,1.84
24.58,0.71,0.16,1.91
24.581,0.72,0.14,1.95
24.584,0.75,0.09,2.01
24.589,0.76,0.06,2.05
24.604,0.76,0.02,2.09
24.605,0.75,-0.02,2.14
24.605,0.74,-0.04,2.18
24.606,0.73,-0.07,2.25
24.608,0.72,-0.09,2.3
24.611,0.72,-0.09,2.34
24.619,0.71,-0.06,2.37
24.619,0.7,-0.01,2.38
24.624,0.66,0.15,2.39
24.63,0.61,0.31,2.4
24.642,0.56,0.51,2.42
24.643,0.49,0.79,2.44
24.644,0.44,1.01,2.42
24.644,0.41,1.2,2.38
24.649,0.39,1.34,2.29
24.651,0.39,1.44,2.15
24.658,0.41,1.44,1.91
24.659,0.41,1.33,1.74
24.663,0.42,1.14,1.59
24.667,0.42,0.88,1.47
24.671,0.43,0.59,1.37
24.678,0.44,0.2,1.27
24.679,0.45,-0.05,1.19
24.683,0.48,-0.24,1.12
24.687,0.51,-0.35,1.04
24.691,0.53,-0.38,0.97
24.698,0.55,-0.32,0.9
24.699,0.55,-0.22,0.88
24.703,0.54,-0.07,0.87
24.713,0.52,0.08,0.89
24.714,0.51,0.26,0.93
24.719,0.49,0.37,0.97
24.721,0.48,0.46,1.01
24.736,0.48,0.52,1.04
24.74,0.47,0.58,1.09
24.741,0.46,0.6,1.12
24.741,0.45,0.61,1.15
24.741,0.46,0.61,1.17
24.743,0.47,0.6,1.17
24.748,0.49,0.57,1.13
24.751,0.5,0.56,1.07
24.758,0.49,0.55,1.02
24.759,0.48,0.55,0.97
24.763,0.48,0.55,0.94
24.767,0.49,0.55,0.92
24.771,0.5,0.55,0.9
24.778,0.53,0.55,0.86
24.779,0.54,0.54,0.83
24.783,0.56,0.52,0.78
24.787,0.58,0.47,0.71
24.792,0.58,0.43,0.68
24.798,0.59,0.36,0.67
24.8,0.58,0.33,0.67
24.803,0.58,0.27,0.69
24.809,0.57,0.21,0.72
24.811,0.56,0.17,0.73
24.818,0.55,0.12,0.75
24.819,0.54,0.09,0.75
24.825,0.52,0.09,0.77
24.828,0.51,0.11,0.8
24.831,0.49,0.12,0.83
24.838,0.46,0.13,0.86
24.845,0.44,0.15,0.87
24.846,0.4,0.18,0.87
24.852,0.37,0.21,0.87
24.852,0.35,0.22,0.86
24.873,0.32,0.22,0.84
24.874,0.31,0.22,0.83
24.874,0.26,0.22,0.84
24.874,0.2,0.2,0.85
24.878,0.17,0.17,0.86
24.879,0.14,0.13,0.87
24.879,0.11,0.08,0.86
24.885,0.08,0.04,0.84
24.888,0.05,0,0.82
24.892,0.02,-0.03,0.8
24.899,0,-0.06,0.77
24.899,-0.03,-0.05,0.75
24.903,-0.05,-0.02,0.74
24.91,-0.07,0.03,0.73
24.911,-0.08,0.09,0.73
24.917,-0.09,0.18,0.72
24.919,-0.1,0.24,0.72
24.923,-0.11,0.29,0.71
24.928,-0.11,0.32,0.69
24.931,-0.11,0.33,0.67
24.937,-0.1,0.3,0.63
24.94,-0.08,0.27,0.59
24.943,-0.07,0.24,0.55
24.949,-0.05,0.22,0.52
24.952,-0.03,0.2,0.48
24.96,-0.01,0.19,0.43
24.96,0.01,0.2,0.39
24.963,0.02,0.21,0.36
24.969,0.04,0.24,0.31
24.971,0.05,0.25,0.27
24.979,0.06,0.25,0.24
24.98,0.07,0.23,0.21
24.983,0.08,0.2,0.2
24.988,0.1,0.17,0.18
25.002,0.11,0.15,0.18
25.004,0.11,0.14,0.17
25.004,0.11,0.15,0.17
25.004,0.1,0.16,0.16
25.011,0.1,0.16,0.14
25.012,0.09,0.16,0.12
25.019,0.1,0.16,0.11
25.019,0.1,0.15,0.1
25.024,0.1,0.13,0.09
25.029,0.09,0.11,0.09
25.031,0.07,0.09,0.08
25.039,0.05,0.05,0.09
25.039,0.04,0.03,0.09
25.043,0.03,0,0.1
25.048,0.03,-0.05,0.12
25.051,0.02,-0.06,0.13
25.059,0.01,-0.07,0.15
25.06,0,-0.07,0.15
25.063,-0.01,-0.06,0.14
25.067,-0.03,-0.03,0.14
25.071,-0.04,0,0.13
25.078,-0.03,0.02,0.13
25.08,-0.03,0.02,0.13
25.083,-0.01,0.02,0.13
25.088,0,0.01,0.13
25.091,0.01,0,0.13
25.099,0.03,-0.01,0.13
25.1,0.04,-0.02,0.13
25.103,0.06,-0.04,0.12
25.11,0.08,-0.06,0.12
25.113,0.1,-0.06,0.11
25.119,0.12,-0.04,0.1
25.121,0.14,-0.02,0.1
25.127,0.15,0.01,0.08
25.128,0.16,0.05,0.06
25.135,0.18,0.1,0.04
25.138,0.2,0.14,0.02
25.139,0.21,0.17,0.01
25.152,0.21,0.18,0.01
25.153,0.2,0.18,0.01
25.153,0.19,0.17,0.01
25.16,0.19,0.14,0.01
25.161,0.19,0.11,0
25.163,0.19,0.07,-0.02
25.168,0.18,0.03,-0.04
25.171,0.18,0,-0.05
25.178,0.16,-0.03,-0.07
25.18,0.14,-0.03,-0.07
25.183,0.12,-0.04,-0.08
25.188,0.09,-0.03,-0.08
25.192,0.07,-0.03,-0.08
25.198,0.06,-0.02,-0.08
25.2,0.04,0,-0.09
25.203,0.03,0.03,-0.1
25.21,0,0.07,-0.11
25.211,-0.02,0.1,-0.12
25.219,-0.05,0.14,-0.13
25.224,-0.08,0.17,-0.13
25.226,-0.1,0.18,-0.13
25.229,-0.13,0.18,-0.12
25.231,-0.19,0.16,-0.11
25.237,-0.23,0.14,-0.1
25.241,-0.27,0.11,-0.09
25.243,-0.31,0.08,-0.08
25.248,-0.36,0.04,-0.07
25.251,-0.38,0.02,-0.06
25.258,-0.39,0.01,-0.05
25.26,-0.4,0.01,-0.06
25.263,-0.4,0.01,-0.06
25.271,-0.41,0.03,-0.08
25.272,-0.42,0.04,-0.1
25.278,-0.43,0.04,-0.12
25.283,-0.44,0.04,-0.13
25.283,-0.44,0.04,-0.14
25.29,-0.44,0.01,-0.14
25.303,-0.42,-0.02,-0.15
25.304,-0.41,-0.06,-0.17
25.305,-0.41,-0.08,-0.18
25.305,-0.41,-0.09,-0.2
25.312,-0.42,-0.11,-0.23
25.313,-0.43,-0.13,-0.24
25.318,-0.43,-0.15,-0.24
25.319,-0.44,-0.16,-0.24
25.324,-0.44,-0.19,-0.24
25.329,-0.43,-0.2,-0.24
25.331,-0.43,-0.19,-0.25
25.338,-0.43,-0.14,-0.26
25.339,-0.43,-0.1,-0.27
25.343,-0.44,-0.03,-0.27
25.35,-0.46,0.01,-0.27
25.352,-0.46,0.04,-0.27
25.361,-0.43,0.04,-0.26
25.362,-0.42,0.03,-0.26
25.363,-0.39,0.01,-0.25
25.369,-0.37,0,-0.26
25.371,-0.36,0,-0.27
25.378,-0.33,-0.01,-0.29
25.379,-0.31,-0.01,-0.29
25.383,-0.28,-0.02,-0.29
25.387,-0.26,-0.03,-0.29
25.391,-0.24,-0.04,-0.29
25.398,-0.22,-0.06,-0.31
25.4,-0.21,-0.08,-0.33
25.403,-0.19,-0.09,-0.35
25.412,-0.19,-0.11,-0.36
25.413,-0.19,-0.12,-0.38
25.419,-0.2,-0.13,-0.39
25.419,-0.2,-0.14,-0.4
25.439,-0.2,-0.16,-0.4
25.44,-0.21,-0.17,-0.41
25.441,-0.21,-0.17,-0.42
25.441,-0.23,-0.16,-0.44
25.447,-0.25,-0.15,-0.46
25.447,-0.26,-0.15,-0.47
25.449,-0.26,-0.15,-0.46
25.451,-0.27,-0.16,-0.44
25.458,-0.27,-0.17,-0.41
25.46,-0.27,-0.19,-0.39
25.463,-0.27,-0.2,-0.38
25.469,-0.27,-0.19,-0.38
25.471,-0.28,-0.17,-0.37
25.478,-0.29,-0.14,-0.37
25.479,-0.29,-0.11,-0.37
25.483,-0.28,-0.08,-0.37
25.487,-0.27,-0.06,-0.37
25.491,-0.26,-0.06,-0.39
25.498,-0.26,-0.07,-0.4
25.499,-0.25,-0.09,-0.42
25.503,-0.24,-0.11,-0.44
25.509,-0.22,-0.14,-0.47
25.511,-0.21,-0.16,-0.49
25.519,-0.2,-0.17,-0.5
25.52,-0.21,-0.17,-0.51
25.523,-0.22,-0.16,-0.53
25.528,-0.23,-0.15,-0.55
25.531,-0.25,-0.14,-0.56
25.538,-0.26,-0.12,-0.57
25.539,-0.27,-0.12,-0.57
25.546,-0.28,-0.13,-0.57
25.548,-0.3,-0.12,-0.56
25.551,-0.31,-0.12,-0.55
25.571,-0.31,-0.11,-0.54
25.573,-0.3,-0.11,-0.54
25.573,-0.3,-0.09,-0.54
25.574,-0.3,-0.07,-0.53
25.574,-0.3,-0.05,-0.52
25.578,-0.3,-0.02,-0.51
25.579,-0.29,0,-0.52
25.583,-0.29,0.01,-0.54
25.588,-0.29,0.01,-0.57
25.591,-0.28,0,-0.6
25.6,-0.26,-0.04,-0.64
25.601,-0.26,-0.06,-0.65
25.603,-0.24,-0.1,-0.67
25.609,-0.23,-0.13,-0.69
25.611,-0.22,-0.14,-0.7
25.618,-0.21,-0.14,-0.72
25.619,-0.2,-0.14,-0.73
25.623,-0.2,-0.13,-0.74
25.627,-0.2,-0.13,-0.75
25.631,-0.2,-0.14,-0.75
25.637,-0.22,-0.18,-0.76
25.648,-0.22,-0.22,-0.76
25.649,-0.23,-0.26,-0.75
25.65,-0.24,-0.29,-0.75
25.651,-0.26,-0.33,-0.74
25.664,-0.3,-0.37,-0.73
25.665,-0.32,-0.4,-0.73
25.666,-0.34,-0.43,-0.72
25.667,-0.35,-0.46,-0.72
25.671,-0.36,-0.49,-0.72
25.682,-0.38,-0.52,-0.71
25.683,-0.39,-0.52,-0.71
25.684,-0.39,-0.51,-0.71
25.688,-0.4,-0.5,-0.72
25.697,-0.39,-0.47,-0.75
25.699,-0.38,-0.44,-0.78
25.699,-0.37,-0.43,-0.81
25.703,-0.35,-0.42,-0.84
25.733,-0.33,-0.43,-0.88
25.734,-0.31,-0.44,-0.91
25.735,-0.27,-0.45,-0.94
25.735,-0.24,-0.45,-0.96
25.735,-0.21,-0.44,-0.98
25.735,-0.18,-0.43,-0.99
25.735,-0.14,-0.39,-1
25.738,-0.11,-0.36,-1.01
25.739,-0.08,-0.33,-1.01
25.743,-0.06,-0.31,-1.01
25.749,-0.03,-0.3,-0.98
25.751,-0.02,-0.31,-0.96
25.759,-0.01,-0.3,-0.93
25.762,0,-0.29,-0.9
25.763,0.01,-0.27,-0.9
25.769,0.02,-0.22,-0.9
25.771,0.03,-0.18,-0.92
25.778,0.04,-0.12,-0.95
25.78,0.05,-0.08,-0.98
25.783,0.06,-0.04,-1.01
25.787,0.06,0,-1.07
25.792,0.07,0.02,-1.11
25.798,0.07,0.02,-1.17
25.799,0.06,0,-1.19
25.803,0.05,-0.03,-1.23
25.808,0.03,-0.09,-1.28
25.811,0,-0.14,-1.3
25.818,-0.03,-0.2,-1.32
25.819,-0.04,-0.23,-1.33
25.828,-0.07,-0.27,-1.35
25.828,-0.1,-0.3,-1.37
25.854,-0.12,-0.3,-1.38
25.855,-0.18,-0.3,-1.39
25.855,-0.21,-0.29,-1.4
25.856,-0.24,-0.29,-1.42
25.856,-0.27,-0.3,-1.43
25.856,-0.31,-0.32,-1.44
25.861,-0.36,-0.33,-1.48
25.861,-0.39,-0.34,-1.5
25.863,-0.44,-0.36,-1.55
25.867,-0.47,-0.4,-1.58
25.871,-0.51,-0.46,-1.6
25.881,-0.55,-0.53,-1.63
25.883,-0.57,-0.58,-1.65
25.884,-0.62,-0.67,-1.71
25.888,-0.64,-0.74,-1.74
25.895,-0.66,-0.79,-1.78
25.899,-0.69,-0.83,-1.83
25.9,-0.7,-0.84,-1.85
25.903,-0.72,-0.84,-1.9
25.908,-0.73,-0.84,-1.92
25.914,-0.74,-0.82,-1.94
25.921,-0.74,-0.78,-1.97
25.926,-0.73,-0.75,-2
25.926,-0.72,-0.72,-2.03
25.93,-0.7,-0.69,-2.06
25.933,-0.69,-0.65,-2.08
25.946,-0.67,-0.57,-2.09
25.946,-0.66,-0.5,-2.12
25.947,-0.65,-0.43,-2.16
25.948,-0.62,-0.37,-2.2
25.951,-0.6,-0.31,-2.24
25.959,-0.56,-0.24,-2.31
25.959,-0.54,-0.18,-2.37
25.964,-0.52,-0.11,-2.44
25.967,-0.5,-0.02,-2.51
25.971,-0.49,0.06,-2.59
25.984,-0.48,0.14,-2.68
25.985,-0.49,0.18,-2.75
25.985,-0.49,0.2,-2.84
25.988,-0.48,0.17,-2.96
25.991,-0.47,0.11,-3.06
25.998,-0.49,0.02,-3.08
25.999,-0.48,-0.16,-3.04
26.003,-0.31,-0.52,-3.01
26.008,0.04,-1.15,-2.78
26.011,0.22,-1.48,-2.41
26.018,0.29,-1.62,-1.99
26.019,0.29,-1.58,-1.49
26.024,0.32,-1.37,-0.89
26.028,0.35,-0.85,-0.04
26.031,0.32,-0.37,0.55
26.04,0.24,0.11,1.1
26.04,0.14,0.54,1.56
26.043,0.04,0.9,1.89
26.051,-0.06,1.27,2.11
26.055,-0.12,1.6,2.06
26.059,-0.13,1.68,1.87
26.063,-0.11,1.68,1.58
26.067,-0.06,1.47,1.08
26.072,-0.01,1.15,0.69
26.075,0.04,0.72,0.31
26.079,0.09,0.24,-0.01
26.083,0.13,-0.21,-0.28
26.087,0.16,-0.65,-0.55
26.091,0.16,-0.82,-0.68
26.095,0.15,-0.88,-0.76
26.099,0.15,-0.86,-0.8
26.103,0.14,-0.76,-0.79
26.11,0.13,-0.66,-0.74
26.111,0.11,-0.54,-0.67
26.115,0.1,-0.41,-0.59
26.119,0.1,-0.28,-0.51
26.128,0.1,-0.14,-0.41
26.13,0.1,-0.07,-0.32
26.134,0.1,-0.02,-0.24
26.136,0.11,0,-0.16
26.14,0.1,0.01,-0.05
26.145,0.08,0.03,0.02
26.148,0.07,0.05,0.08
26.152,0.05,0.07,0.14
26.155,0.02,0.1,0.21
26.16,-0.02,0.14,0.28
26.163,-0.04,0.18,0.32
26.167,-0.06,0.22,0.35
26.171,-0.08,0.25,0.38
26.183,-0.09,0.28,0.4
26.184,-0.08,0.31,0.41
26.184,-0.08,0.33,0.41
26.187,-0.07,0.34,0.41
26.191,-0.06,0.35,0.4
26.198,-0.03,0.36,0.36
26.2,-0.01,0.36,0.32
26.203,0.02,0.34,0.28
26.207,0.05,0.3,0.23
26.579,0.08,0.25,0.19
26.581,0.11,0.17,0.11
26.581,0.14,0.09,0.06
26.581,0.16,0.02,0.02
26.582,0.17,-0.05,-0.03
26.582,0.18,-0.11,-0.06
26.582,0.19,-0.16,-0.1
26.582,0.19,-0.19,-0.13
26.582,0.19,-0.19,-0.14
26.583,0.19,-0.18,-0.15
26.583,0.17,-0.15,-0.14
26.583,0.15,-0.13,-0.12
26.583,0.12,-0.1,-0.09
26.583,0.1,-0.08,-0.05
26.583,0.07,-0.06,-0.01
26.583,0.04,-0.02,0.05
26.584,0.02,0.01,0.08
26.584,-0.01,0.04,0.11
26.584,-0.03,0.08,0.14
26.584,-0.04,0.1,0.17
26.584,-0.06,0.13,0.21
26.584,-0.08,0.15,0.23
26.584,-0.09,0.16,0.23
26.585,-0.1,0.16,0.24
26.585,-0.11,0.14,0.25
26.585,-0.12,0.13,0.25
26.585,-0.12,0.11,0.24
26.585,-0.12,0.1,0.22
26.585,-0.11,0.1,0.19
26.585,-0.11,0.09,0.15
26.586,-0.11,0.08,0.12
26.586,-0.1,0.07,0.09
26.586,-0.09,0.05,0.06
26.586,-0.08,0.03,0.03
26.586,-0.06,0,-0.01
26.587,-0.05,-0.02,-0.04
26.587,-0.04,-0.04,-0.05
26.587,-0.03,-0.06,-0.06
26.587,-0.02,-0.08,-0.06
26.587,-0.01,-0.09,-0.05
26.587,0.01,-0.08,-0.04
26.587,0.03,-0.07,-0.04
26.588,0.04,-0.05,-0.02
26.588,0.06,-0.03,0
26.588,0.07,-0.01,0.01
26.588,0.08,-0.01,0.03
26.589,0.09,-0.01,0.04
26.589,0.1,-0.02,0.06
26.589,0.11,-0.03,0.06
26.589,0.11,-0.02,0.07
26.589,0.11,-0.02,0.07
26.589,0.11,-0.02,0.07
26.589,0.1,-0.01,0.08
26.589,0.09,-0.02,0.07
26.59,0.09,-0.02,0.07
26.59,0.08,-0.01,0.06
26.59,0.07,-0.01,0.06
26.59,0.06,-0.01,0.05
26.59,0.05,-0.01,0.05
26.59,0.04,-0.01,0.05
26.591,0.03,-0.02,0.05
26.591,0.03,-0.01,0.04
26.591,0.03,0,0.03
26.591,0.03,0.01,0.02
26.591,0.03,0.03,0
26.591,0.03,0.03,-0.01
26.591,0.03,0.03,-0.02
26.592,0.02,0.01,-0.02
26.592,0.02,-0.02,-0.01
26.592,0.01,-0.04,0
26.592,0,-0.04,0.01
26.592,-0.01,-0.04,0.02
26.592,-0.02,-0.03,0.03
26.592,-0.02,-0.01,0.04
26.593,-0.03,0.01,0.05
26.593,-0.03,0.03,0.07
26.593,-0.04,0.04,0.09
